timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622514802506,96,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-12,text,true,,4835,129,6,17,https://www.demoblaze.com/index.html,95,0,65
1622514802452,151,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-2,text,true,,219,251,11,17,https://api.demoblaze.com/bycat,151,0,68
1622514802467,139,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-3,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,139,0,56
1622514802483,138,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-4,text,true,,219,251,10,17,https://api.demoblaze.com/bycat,138,0,63
1622514802535,88,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-14,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,88,0,58
1622514802550,83,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-15,text,true,,4835,129,6,17,https://www.demoblaze.com/index.html,83,0,54
1622514802566,90,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-16,text,true,,4835,129,7,19,https://www.demoblaze.com/index.html,89,0,61
1622514802528,128,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-7,text,true,,219,251,11,18,https://api.demoblaze.com/bycat,128,0,49
1622514802527,130,ByCategoryPhones1,200,OK,1 user categories by phone 6-1,text,true,,219,251,1,18,https://api.demoblaze.com/bycat,130,0,53
1622514802513,148,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-6,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,148,0,61
1622514802580,83,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-17,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,82,0,56
1622514802544,134,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-8,text,true,,219,251,11,17,https://api.demoblaze.com/bycat,134,0,55
1622514802498,185,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-5,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,185,0,105
1622514802598,85,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-18,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,85,0,53
1622514802611,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-19,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,79,0,53
1622514802559,145,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-9,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,145,0,67
1622514802571,139,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-10,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,139,0,57
1622514802641,73,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-21,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,73,0,48
1622514802626,89,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-20,text,true,,4835,129,5,14,https://www.demoblaze.com/index.html,88,0,60
1622514802590,127,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-11,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,127,0,54
1622514802656,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-22,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,80,0,51
1622514802617,123,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-13,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,123,0,49
1622514802602,139,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-12,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,139,0,63
1622514802670,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-23,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,79,0,51
1622514802632,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-14,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,133,0,58
1622514802685,83,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-24,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,83,0,56
1622514802649,129,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-15,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,129,0,50
1622514802698,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-25,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,80,0,53
1622514802662,126,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-16,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,126,0,52
1622514802716,77,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-26,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,77,0,52
1622514802677,125,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-17,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,125,0,49
1622514802730,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-27,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,80,0,51
1622514802690,131,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-18,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,131,0,55
1622514802744,87,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-28,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,87,0,60
1622514802759,78,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-29,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,77,0,48
1622514802707,137,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-19,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,137,0,59
1622514802774,76,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-30,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,75,0,51
1622514802723,131,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-20,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,131,0,51
1622514802737,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-21,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,133,0,55
1622514802789,84,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-31,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,84,0,49
1622514802752,128,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-22,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,128,0,54
1622514802806,85,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-32,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,85,0,57
1622514802767,130,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-23,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,130,0,55
1622514802784,126,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-24,text,true,,219,251,9,16,https://api.demoblaze.com/bycat,126,0,48
1622514802822,91,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-33,text,true,,4835,129,7,15,https://www.demoblaze.com/index.html,90,0,62
1622514802835,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-34,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,80,0,52
1622514802799,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-25,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,133,0,55
1622514802850,84,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-35,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,84,0,56
1622514802865,76,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-36,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,75,0,50
1622514802812,139,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-26,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,139,0,60
1622514802826,137,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-27,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,137,0,54
1622514802880,83,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-37,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,83,0,54
1622514802841,134,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-28,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,134,0,55
1622514802895,91,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-38,text,true,,4835,129,7,16,https://www.demoblaze.com/index.html,91,0,54
1622514802909,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-39,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,80,0,52
1622514802856,136,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-29,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,136,0,57
1622514802871,127,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-30,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,127,0,50
1622514802924,82,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-40,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,81,0,54
1622514802886,142,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-31,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,142,0,50
1622514802939,89,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-41,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,89,0,59
1622514802901,139,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-32,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,139,0,56
1622514802954,90,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-42,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,90,0,57
1622514802916,140,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-33,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,140,0,64
1622514802969,89,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-43,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,89,0,59
1622514802984,74,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-44,text,true,,4835,129,5,14,https://www.demoblaze.com/index.html,74,0,48
1622514802933,138,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-34,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,138,0,59
1622514802950,132,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-35,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,132,0,55
1622514803000,90,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-45,text,true,,4835,129,7,16,https://www.demoblaze.com/index.html,90,0,62
1622514802963,130,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-36,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,130,0,51
1622514803016,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-46,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,80,0,50
1622514802977,141,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-37,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,141,0,55
1622514803031,90,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-47,text,true,,4835,129,7,16,https://www.demoblaze.com/index.html,90,0,59
1622514802992,130,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-38,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,130,0,54
1622514803047,82,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-48,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,82,0,58
1622514803061,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-49,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,79,0,50
1622514803007,138,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-39,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,138,0,55
1622514803022,123,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-40,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,123,0,50
1622514803075,72,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-50,text,true,,4835,129,5,13,https://www.demoblaze.com/index.html,72,0,48
1622514803036,132,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-41,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,132,0,51
1622514803090,82,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-51,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,81,0,55
1622514803051,132,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-42,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,132,0,55
1622514803104,88,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-52,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,88,0,57
1622514803066,134,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-43,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,134,0,51
1622514803119,85,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-53,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,85,0,59
1622514803081,124,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-44,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,124,0,50
1622514803136,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-54,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,79,0,51
1622514803096,129,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-45,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,129,0,52
1622514803152,83,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-55,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,83,0,53
1622514803112,135,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-46,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,135,0,52
1622514803166,85,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-56,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,85,0,57
1622514803127,125,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-47,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,125,0,50
1622514803180,83,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-57,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,83,0,55
1622514803196,76,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-58,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,76,0,50
1622514803141,134,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-48,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,134,0,56
1622514803158,125,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-49,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,125,0,48
1622514803212,74,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-59,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,74,0,50
1622514803226,76,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-60,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,76,0,50
1622514803174,137,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-50,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,137,0,54
1622514803241,73,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-61,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,73,0,46
1622514803189,129,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-51,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,129,0,52
1622514803202,128,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-52,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,128,0,53
1622514803256,80,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-62,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,80,0,48
1622514803270,77,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-63,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,77,0,49
1622514803216,137,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-53,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,137,0,55
1622514803231,129,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-54,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,129,0,51
1622514803285,85,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-64,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,85,0,56
1622514803298,81,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-65,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,81,0,51
1622514803246,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-55,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,133,0,54
1622514803261,132,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-56,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,132,0,52
1622514803276,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-57,text,true,,219,251,9,16,https://api.demoblaze.com/bycat,133,0,54
1622514803293,128,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-58,text,true,,219,251,9,17,https://api.demoblaze.com/bycat,128,0,54
1622514803328,94,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-67,text,true,,4835,129,8,16,https://www.demoblaze.com/index.html,93,0,60
1622514803346,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-68,text,true,,4835,129,7,15,https://www.demoblaze.com/index.html,79,0,50
1622514803309,129,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-59,text,true,,219,251,9,16,https://api.demoblaze.com/bycat,129,0,54
1622514803323,127,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-60,text,true,,219,251,9,17,https://api.demoblaze.com/bycat,127,0,50
1622514803358,92,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-69,text,true,,4835,129,8,17,https://www.demoblaze.com/index.html,92,0,60
1622514803314,136,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-66,text,true,,4835,129,7,15,https://www.demoblaze.com/index.html,136,0,109
1622514803372,90,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-70,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,90,0,63
1622514803388,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-71,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,79,0,51
1622514803340,134,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-61,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,134,0,53
1622514803352,130,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-62,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,130,0,56
1622514803403,82,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-72,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,82,0,54
1622514803419,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-73,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,78,0,53
1622514803367,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-63,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,133,0,54
1622514803434,82,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-74,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,82,0,54
1622514803382,135,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-64,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,135,0,54
1622514803448,74,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-75,text,true,,4835,129,5,14,https://www.demoblaze.com/index.html,74,0,50
1622514803396,134,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-65,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,134,0,55
1622514803463,77,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-76,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,77,0,49
1622514803411,131,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-66,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,131,0,52
1622514803478,76,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-77,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,76,0,49
1622514803426,132,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-67,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,132,0,54
1622514803441,135,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-68,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,135,0,56
1622514803493,83,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-78,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,83,0,55
1622514803508,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-79,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,78,0,52
1622514803456,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-69,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,133,0,52
1622514803523,76,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-80,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,76,0,47
1622514803470,133,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-70,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,133,0,57
1622514803538,76,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-81,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,75,0,47
1622514803485,130,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-71,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,130,0,53
1622514803500,131,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-72,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,131,0,55
1622514803553,88,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-82,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,88,0,57
1622514803515,127,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-73,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,127,0,51
1622514803568,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-83,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,79,0,51
1622514803531,131,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-74,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,131,0,52
1622514803583,82,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-84,text,true,,4835,129,6,14,https://www.demoblaze.com/index.html,82,0,54
1622514803546,124,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-75,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,124,0,49
1622514803560,129,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-76,text,true,,219,251,9,16,https://api.demoblaze.com/bycat,129,0,55
1622514803598,93,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-85,text,true,,4835,129,7,15,https://www.demoblaze.com/index.html,93,0,63
1622514803628,77,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-87,text,true,,4835,129,7,16,https://www.demoblaze.com/index.html,76,0,49
1622514803613,92,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-86,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,92,0,60
1622514803575,131,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-77,text,true,,219,251,9,14,https://api.demoblaze.com/bycat,131,0,53
1622514803590,129,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-78,text,true,,219,251,9,15,https://api.demoblaze.com/bycat,129,0,52
1622514803644,95,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-88,text,true,,4835,129,7,16,https://www.demoblaze.com/index.html,94,0,60
1622514803659,81,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-89,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,80,0,53
1622514803620,132,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-80,text,true,,219,251,10,16,https://api.demoblaze.com/bycat,132,0,57
1622514803673,79,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-90,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,78,0,51
1622514803605,152,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-79,text,true,,219,251,10,15,https://api.demoblaze.com/bycat,152,0,49
1622514803688,89,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-91,text,true,,4835,129,6,16,https://www.demoblaze.com/index.html,89,0,58
1622514803650,136,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-82,text,true,,219,251,11,17,https://api.demoblaze.com/bycat,136,0,54
1622514803635,151,ByCategoryPhones1000,200,OK,1000 user categories by phone 5-81,text,true,,219,251,11,17,https://api.demoblaze.com/bycat,151,0,62
1622514803703,84,View Homepage1000,200,OK,1000 Users over 15 seconds Visits Homepage 2-92,text,true,,4835,129,6,15,https://www.demoblaze.com/index.html,83,0,57
